row_number	total_rows	total_tokens	HARM_CATEGORY_SEXUALLY_EXPLICIT	HARM_CATEGORY_HATE_SPEECH	HARM_CATEGORY_HARASSMENT	HARM_CATEGORY_DANGEROUS_CONTENT
1574	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1575	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1576	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1577	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1578	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1579	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1580	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1581	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1582	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1583	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1584	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1585	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1586	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1587	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1588	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1589	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1590	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1591	3992	132	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1592	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1593	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1594	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1595	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1596	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1597	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1598	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1599	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1600	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1543	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1544	3992	151	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1545	3992	197	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1546	3992	142	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1547	3992	555	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1548	3992	125	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1549	3992	180	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1550	3992	172	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1551	3992	279	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1552	3992	143	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1553	3992	220	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1554	3992	199	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1555	3992	265	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1556	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1557	3992	187	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1558	3992	187	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1559	3992	228	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1560	3992	146	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1561	3992	199	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1562	3992	271	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1563	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1564	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1565	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1566	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1567	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1568	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1569	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1570	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1571	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1572	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1573	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1574	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1575	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1576	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1577	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1578	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1579	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1580	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1581	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1582	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1583	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1584	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1585	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1586	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1587	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1588	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1589	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1590	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1591	3992	132	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1592	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1593	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1594	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1595	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1596	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1597	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1598	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1599	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1600	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1601	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1602	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1603	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1604	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1605	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1606	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1607	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1608	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1609	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1610	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1611	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1612	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1613	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1614	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1615	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1616	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1617	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1618	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1619	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1620	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1621	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1622	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1623	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1624	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1625	3992	134	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1626	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1627	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1628	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1629	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1630	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1631	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1632	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1633	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1634	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1635	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1636	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1637	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1638	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1639	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1640	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1641	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1642	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1643	3992	188	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1644	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1645	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1646	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1647	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1648	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1649	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1650	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1597	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1598	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1599	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1600	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1601	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1602	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1603	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1604	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1605	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1606	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1607	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1608	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1609	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1610	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1611	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1612	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1613	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1614	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1615	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1616	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1617	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1618	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1619	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1620	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1621	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1622	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1623	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1624	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1625	3992	134	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1626	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1627	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1628	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1629	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1630	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1631	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1632	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1633	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1634	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1635	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1636	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1637	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1638	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1639	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1640	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1641	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1642	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1643	3992	188	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1644	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1645	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1646	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1647	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1648	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1649	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1650	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1651	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1652	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1653	3992	101	NEGLIGIBLE	LOW	NEGLIGIBLE	MEDIUM
1654	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1655	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1656	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1657	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1658	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1659	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1660	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1661	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1662	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1663	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1664	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1665	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1666	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1667	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1668	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1669	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1670	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1671	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1672	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1673	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1674	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1675	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1676	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1677	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1678	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1679	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1680	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1681	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1682	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1683	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1684	3992	75	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1685	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1686	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1687	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1688	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1689	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1690	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1691	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1692	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1693	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1694	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1695	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1696	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1697	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1698	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1699	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1700	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1701	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1702	3992	401	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1703	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1704	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1629	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1630	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1631	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1632	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1633	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1634	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1635	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1636	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1637	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1638	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1639	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1640	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1641	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1642	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1643	3992	188	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1644	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1645	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1646	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1647	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1648	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1649	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1650	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1651	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1652	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1653	3992	101	NEGLIGIBLE	LOW	NEGLIGIBLE	MEDIUM
1654	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1655	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1656	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1657	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1658	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1659	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1660	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1661	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1662	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1663	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1664	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1665	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1666	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1667	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1668	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1669	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1670	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1671	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1672	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1673	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1674	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1675	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1676	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1677	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1678	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1679	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1680	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1681	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1682	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
